MID,ShowDate
ee47b123-7ad1-447d-b08c-45b310adbc38,2019-12-24
4a15cf8f-4674-48ff-81bc-82974c63f9b8,2028-04-19
1b3a080f-8bef-493c-9e16-3f809cd966bc,2028-09-29
6d286024-a19d-4bc5-8fca-b3647922f86f,2028-03-01
f88d6129-3dfc-42e7-93ce-6502106700ec,2018-10-09
977d4e15-5079-423f-ac25-9b5555691c18,2027-01-15
26e03bde-c68d-43a3-8d1a-6f7f70cc45d7,2029-08-17
fcf4f741-3745-4fbb-bb93-bc10b6dc61a5,2020-12-07
59f40181-326e-422e-93ce-1461a6d81725,2025-10-22
51084bc3-5388-4b33-af80-5c8f6fc6df8c,2023-07-24
a9ce9fbb-01e9-41ee-8f28-c3c07fea9bf4,2030-06-28
217afbc6-6161-4c6d-b762-cfe7d33fcb35,2017-02-09
b480c3fb-f8c1-4723-80f4-09b053afe70d,2028-09-25
b22e8fd5-7154-4c53-af98-e5066571fba8,2017-07-17
14bf18af-fb47-4527-b428-da8af3b6d7c3,2028-08-17
9c1d3cc6-e7c5-4729-9118-7d2397874c07,2026-08-31
90536135-c348-4958-96dd-15a9827cb7bf,2020-01-03
ffc7bd72-5bc2-45bb-b098-9d8c8e147b85,2017-11-14
bc9c0193-2d1b-4bff-8aa5-dc98156962ae,2020-08-11
328d1fce-315a-4f39-b0ad-c54524acfbf9,2018-01-29
0189635e-62d9-467c-b50f-f34edf46d1c4,2023-01-15
09fe61f7-e9f9-4f1b-8fa7-e28b2dd3831e,2018-07-07
9c35fc2a-18ff-46be-b402-12827862390a,2024-03-01
3e6173a1-c29e-481d-be7e-10d1fd9ef939,2021-04-05
a1f12447-d2b3-40d8-afa5-da64ca809b30,2016-03-24
cc9fe912-a240-4d9a-9d38-4633949bc0b3,2030-12-19
a0a6403b-52b7-4dc3-9bee-e263c9789f90,2023-10-12
19e1880f-dc6c-4314-a18d-31f4cdfdf3a6,2019-10-05
4c806ebc-7e57-498e-add9-317874b7f27d,2021-02-11
51db5d88-44f3-4a37-bf18-be30c954a9ae,2017-12-08
191e297b-4860-4a44-9397-25c18b2c4431,2023-08-13
19bf1f91-98dd-4a80-882a-79047ce6fcb0,2017-08-08
599da98c-a31f-4849-854a-c213f720a377,2028-10-16
dabab2db-4ea0-48ad-95fd-75e2912dbb11,2018-08-17
b28db0d0-d751-4915-bf4f-6ea416b1b73b,2016-05-22
0b1ad593-5ec8-4552-8a66-769067780381,2020-11-29
b97c8962-3198-441f-8e8f-9126ca29cb5c,2018-02-13
e86725ea-d7d7-4c07-b21c-67c99cc4ce9f,2018-06-27
77f9eb3c-bd05-44f1-a1f7-d2cb2c690fcd,2015-07-12
8505a85a-f790-493b-80d2-84978a28162f,2017-08-02
1a837d0f-e287-4838-9a39-bc6780ab591b,2023-04-14
7e778f9e-2dc0-43aa-a149-34d9ba1fde91,2023-01-17
108dfa95-b6ee-4cb5-9f33-24ff7d1230c6,2019-12-18
e4855a7d-9c7c-4195-8fad-665deda22942,2021-10-02
76bbe14c-4e7b-48ca-9cf2-93d120a0b730,2017-06-07
8cf42f40-49f5-41c4-abf9-18a16e4e858a,2023-01-11
292bbea7-8851-4b04-9afa-69f2c4b8811b,2025-01-29
cb0f1c77-2d01-4aef-b18a-477e1b2812da,2018-07-18
509c02f0-12a0-4862-b2c6-3888f913d8a0,2030-03-23
f9702da2-2128-4e76-9d81-c6c23e083778,2016-03-18
ba586b75-965d-4315-b089-fd6babc06142,2022-02-05
63ab7e10-dcd2-4b7a-b8ed-67ae813d4c3e,2028-07-31
27b714d9-03ae-4559-9733-73ae6b312d2d,2016-12-08
2b0a1ae8-0d34-4625-b2c3-8376990655c0,2015-12-19
d877eafe-f5ae-4774-8e87-25e8a202ddb9,2020-02-06
33bf3acd-5a55-40db-91f0-4396b18c0faf,2024-03-22
97d49da5-961b-44b7-a62c-8a58238628e8,2030-11-30
bb36dd5e-c3ba-4b2b-82fe-1b450db882b1,2021-08-06
959ee71f-3592-4eb5-b5b0-6c80b820de5f,2018-01-03
d97220ce-8dcd-4e00-8ea8-d780058392dc,2024-12-13
9e4da0e1-7298-4c66-9a6c-7f59fa60faa7,2027-07-30
f0cc9bd6-55c7-439c-96ec-5706ae9c907a,2019-01-28
9a3acfc9-c513-4209-898a-2f6fa2de8597,2019-10-07
d3c7f96a-bca4-43bf-b3eb-438c1545957e,2020-11-20
1ff15ac4-d969-4c66-b850-b029b7974aa8,2021-03-27
af638e99-e94c-47a4-a666-bbc45745db14,2019-12-11
d785d936-c4aa-41c4-947c-f695139851c2,2025-01-21
2583e79b-32fa-4f89-855f-a8fa15e15c81,2019-10-20
26f5f78d-4761-40e4-bb6f-b5cf7c9d6036,2021-03-31
44126658-fb1a-483c-ad24-7e5ac92e7714,2020-09-22
7ad66e98-ad8b-42bd-b4cf-4bc1b9b9081d,2026-11-26
b02aedc3-78b8-48bb-9adc-064f3df84f6e,2018-09-03
3372f56e-a392-4ce2-adf1-3ea2052155ab,2015-02-26
e16e5782-35bb-4d03-a155-76f643c66456,2022-09-01
8fbb0a17-0bd0-467e-88dc-9aff7c1164e0,2021-01-17
6ae0c50c-8243-47f1-a0d7-34fe291de928,2027-04-13
25166588-d09f-47c6-951e-d7ed5420b87d,2019-01-17
7f136b9b-a10c-4a33-9f2c-5911862d2ff4,2024-04-01
f8ca78ce-4448-4f22-ac4e-cbc1cf6c5ea5,2025-05-10
4bb1e9d1-fc39-4b6b-8598-8198717e16be,2019-06-18
a5bcc160-3573-4b04-a081-e8e60682f073,2025-07-01
38119def-d956-4024-acca-4c22bfce5b45,2015-12-29
29dd7b0a-9021-43dc-b133-73c84ea42a0f,2030-09-04
61cc631d-6fad-47a8-a9a2-672013155189,2018-05-02
b212522c-8daa-4181-a47f-35daa1bd8884,2027-02-22
a839d8be-d665-4a8f-8827-100fb9bbc95a,2026-10-23
9dbf754b-cd60-4b3f-94dd-c88a6d3f093a,2015-08-08
b3ba1599-ebec-4bbc-b084-6d9554c47bd1,2020-03-20
e889d658-d631-4a45-9406-cf7568a706ab,2027-01-30
d67d8a2f-05bb-4223-ac6c-cfb14aa2aa43,2020-04-05
f4d1475f-35d8-459b-9043-fec9f33f50de,2016-11-10
77442cc6-520f-4c72-9054-a2196c76fa35,2019-03-13
e0f3b800-6484-4137-89b9-67245042f0db,2022-03-12
8e78c4aa-1622-4204-b579-3c6bd46301f9,2023-12-28
88688b81-3110-42e2-9546-a36aec6ee5a7,2018-02-20
0f7cc899-4405-448f-90c4-fe8685650ae4,2019-11-05
8d377f47-35cc-4821-8a62-6087aaf01198,2024-02-15
1345588c-5e9f-4db4-8da8-a959865703cf,2015-05-27
84d400e1-890c-4c27-9f15-00e976f943c7,2030-12-18
3543ba27-c397-4f52-8e48-bba67858b878,2021-06-08
39f95e3f-142d-47af-a751-674a88564460,2022-04-13
a7eba3fd-a53f-481b-9299-40850943566c,2019-10-19
9c644ec2-fe69-4cc3-94de-1b4b028a1dbe,2028-08-11
97d28a77-314f-471b-b54e-187aed46189d,2024-04-02
567c6df2-3b65-4b3d-a66d-8ca422ac4158,2023-12-11
c0b1cca5-3785-4d3a-a207-a80970101536,2025-01-28
e2d3d6c1-90b3-43e4-84a5-a48743a036ba,2021-06-17
0563e317-10c6-40ec-9765-590585b21835,2018-05-10
0164c752-3113-4188-a182-0d327c76807a,2018-11-09
d2960642-5788-436e-8fe5-7af60dae5427,2021-07-14
bca685aa-409e-4898-bc3b-b8f181692faa,2016-01-05
fb67ea5a-1cb7-4cc6-9a4c-fb9ffc3bda8d,2021-02-23
fa26a805-d416-4f24-b990-3b40f638ec13,2022-10-22
9920c575-f41b-4903-b506-cbcacbc44eb9,2027-06-21
7501bf65-9ca6-4a4b-975f-6c86fdf21999,2030-01-09
8106ba30-aaf7-4bba-8030-90f3f0965d8a,2016-01-01
281c5b74-c583-448c-8ab6-10792cbfcb38,2028-10-08
8e55420b-a4d2-4f09-bac9-0b4bd68b2ee1,2018-02-12
cfa95f8b-4531-4e7c-8ddb-8934749f0eb7,2025-02-02
b28d8db6-3b36-48d4-9d81-9a27c2885e97,2030-07-08
247ed82e-1d34-4228-a678-646e1baa3c55,2027-07-05
9588bb47-a0e2-4721-93a0-b5193303b01b,2017-04-19
f06ce381-1674-4869-bd3a-bcb934e6da90,2016-02-12
d9ec18d8-c4e8-472f-ac09-baa8330c1e2d,2029-05-30
76b76f41-5330-49c6-a9bf-41674b57c1be,2029-02-18
1020cb36-9a45-467a-b0b4-52b298bc77d5,2017-08-28
3af6f8b0-9385-40ed-b63a-442e6fb35ff0,2027-08-24
c2503750-cc7b-4ef6-b52b-e3f746cbaae7,2018-06-24
bf0bdba8-db86-43ba-a0ea-8d012533d9d6,2019-02-21
8312ea46-035a-4343-b6fc-e9d3f90d53b8,2017-06-18
fc601e82-28a7-4d82-b0a9-5097113075f4,2015-02-16
a6947ac3-4162-4c3e-b795-c87fd5960197,2023-01-25
98cf101d-1a94-4c1e-b41e-ebe0bf46eb66,2020-12-10
29fbe38c-d3cd-411d-bf16-5c903a71fc39,2019-11-23
5c868fd9-26ec-41cd-a754-bb57b8d1f732,2018-03-05
8fa3ea78-74ca-426a-b7cf-3132cffeb268,2019-12-27
2ffb83de-988f-480d-8e3c-a9b3882fd334,2015-04-04
10318fba-08d8-42e8-a12d-038b8a983586,2023-01-10
8cea33f3-993a-4492-a0d6-3eeb42fd1dd6,2017-01-22
35f3c6d2-03c6-455a-aac5-8b187609829d,2027-05-09
ea05d6da-2d00-4fbd-9144-f15e65dcdf01,2017-01-26
c343704f-b42e-4012-8520-c2abba8fe24a,2016-11-21
cbba2779-41d6-4888-a991-58d3a53c7e6d,2019-10-19
d2e06c52-e4c2-4d76-85de-319e90eaf21c,2023-01-29
696e7820-ad87-44f6-bb67-5526a95cce8c,2025-08-13
cc2e2253-589b-4f66-9252-b137e31145a8,2028-10-27
d14a2a51-821b-4bcb-acdf-d93cb1d239f3,2023-06-01
f5bc5ca1-9690-43a5-8dcb-4bab628b3159,2028-02-28
adbdc21e-eadd-4332-99e0-827095d55654,2015-06-05
23ef99b3-a0e9-437e-a832-9310858fac66,2017-03-23
331bef19-6b6f-4792-899d-ab16d188b812,2021-08-19
274c6c87-a10d-4f6d-997b-36c72fab54a8,2020-10-12
34a3b904-bdbf-49c2-a955-f11b9a661cd5,2017-01-06
b2f30ba9-67b7-48e5-a327-2ed4dfa02d43,2029-09-30
4e859f85-faa5-445d-974c-29e90cfff18d,2027-10-04
f0d682e1-7bd7-4970-be8e-c2a97f941022,2028-09-02
28e7fc3f-14bf-4dbd-b7c7-f380130c5194,2026-04-29
879a40e0-e03d-4fe7-98a7-3e0c1dfa2e94,2016-07-28
77b7b3b8-c033-4254-a5ea-cda259ec968c,2021-06-22
f47431a5-662f-4d79-86d5-5e98ce5e89d8,2026-06-09
85cc0035-04f3-4b2f-bae9-8d9b5346b3ee,2019-11-01
2d225ae0-2b3f-4791-8cf4-ce72316f41a8,2017-11-02
aaa18c8d-7145-4e85-88aa-d9e1f4fcca3e,2029-12-05
f7f4a577-b13e-49fa-9390-585920ee3063,2019-04-12
54f5e2bc-aaa3-4c02-99b4-8e17cafd4018,2026-03-05
76d56556-4bf3-4854-948f-a60cceda3cb1,2018-06-20
26e597d9-762e-43be-9ba0-7d6e0b98e90b,2027-04-14
3cdf0db3-0391-4cb6-96c6-ef993d3ba4dc,2028-04-18
5ddf6d21-4c0e-4e7a-9443-063451a67ade,2016-03-10
1751039b-fc04-4192-9eec-c56b7e5b032b,2029-05-10
4eeedcca-3ee0-4bf1-8308-8a2edd681c6c,2016-01-15
ab5b8b88-0900-4f4e-a4c5-d7a3de4985bd,2022-07-19
284f8fce-6ac3-4742-83ef-397054e45f86,2025-04-24
afbab08a-b4a0-4ed6-9a7f-d3eba679930d,2023-10-18
0698a7d7-3fe8-4698-8fec-6e90e104828d,2015-10-25
31749f7c-eed6-4e0c-9427-a39da50e4cb6,2018-07-23
de270297-fc40-4e9b-8938-ca0a1190d3b5,2025-12-10
6d6dc5fb-e143-4c98-8b18-4da78ad5cc14,2027-09-18
db265037-c5ee-4828-bde6-fd350e073dd0,2030-06-09
6f620262-0520-4e74-9791-e32c6e69c5f8,2015-09-13
bde75ef2-1c05-414b-b634-786741b79913,2026-03-03
89af860e-7f60-440c-b2ff-e28172b421d9,2021-04-05
43d985ed-3f78-43cb-8666-211755671474,2020-04-29
59840fe5-b665-4423-80e6-6cbd4fa0d164,2018-08-15
21818608-d3aa-4b20-8596-17fdc9179b9e,2019-12-13
32a52161-5cb0-4254-99cb-63d520697f83,2018-02-28
4a0cce82-4bb7-4452-b58f-cafa2b9f9a39,2025-05-20
f80573cf-6c03-4972-8077-cda16dcfe17c,2023-04-28
8455d9dc-ac7c-4aef-9546-3f333e2a8d4d,2015-07-26
4f790921-5aaa-4d80-9e8e-28a6ddb5b7a2,2023-12-12
b779a9ef-0e46-437b-80e9-1fbebc344704,2026-03-10
21114238-0363-43c9-a6d0-1da6a95c51e5,2021-07-27
0809acaa-7df2-433c-9d53-d976a103c62f,2021-07-09
c080d40a-8e7e-4da3-ae17-706a9ec3ff3c,2026-08-14
2c31016e-a25b-4e58-9cea-63ae2e80b0e8,2015-12-20
01274284-a9ef-4b07-a4a3-7bfd366e5740,2024-07-03
aa282547-0b4e-42f4-b974-3d1147474e24,2028-04-25
3a312cc8-a05f-4a2e-8886-2e92cbe27e97,2017-07-12
a6194fb5-8d6c-442e-88c3-cef5a42a3097,2018-03-13
55666e8c-66f5-4bc9-a65f-75578ea9f035,2020-07-01
5069cea3-fe87-43a7-8ce4-6716b13c75a8,2028-11-17
a2849b68-d40f-47ce-9a88-4939b37faa7b,2021-05-15
6cdc891f-072d-4654-af4d-0fc4518c8e6b,2017-06-20
8afe5d6f-ba11-4bc6-b427-a11a05f7007f,2026-08-07
31de4087-fa57-42bc-b61e-f0d2eac07d5c,2028-07-08
4f68d0f7-3148-47d5-bbb2-7cfb093116f9,2022-12-24
213bbe16-ab02-4064-8dfd-d1506106e40e,2022-09-14
cd266981-f294-40fd-9376-7c6e666e0847,2015-03-12
f0406b96-6f6f-48d6-9e69-19fd13f5cd85,2017-06-22
f6d27064-d80e-4853-a394-5d4b6b8e1286,2015-07-08
43077ae2-1f36-4719-b875-282ea6de6635,2028-06-02
a0b31b80-6077-44f8-a51a-04b694936ba6,2023-06-10
9a4fa95a-3a17-4a88-a543-7d3b6cbd0049,2023-05-04
fbd0e07d-4ffd-4c0a-91bf-53a2bbaa471f,2030-01-30
79d1bb12-8cc8-4f3d-81d8-959d738bb380,2016-12-26
7e044c38-041e-4f1d-bb96-8f1afcbd584e,2022-06-27
10ee616d-fed0-4f63-bed4-31662dc2956e,2016-10-20
1e762729-a7ea-48cb-92bd-4751d9fda5b3,2019-06-14
bc2652ae-08b2-47fb-b1ff-09766d5cbcf8,2019-07-04
bc05a89d-1637-49c5-a90d-ad8dcd6fb5b0,2021-09-02
209abdac-9d3f-46aa-bf88-980c3f6821b0,2029-01-01
4c1ab736-d4cb-4813-8e42-18866fc516f3,2026-01-24
deab357b-620f-425b-bed1-62d8ad6cd7bd,2029-07-21
2cb3bff9-13c9-41d1-9bfc-28d50696e63e,2025-01-18
221ac838-8920-45c1-a1e5-d7569fffd95c,2017-09-27
e7b04b18-3bc0-4f8c-8a92-c3c133a63d39,2022-04-21
01b76787-5d33-4e5c-99f1-e66027c6acbc,2022-12-17
22b7f1eb-e2d5-4cf0-9189-fbd0c5304c65,2026-04-19
c06a0dc1-5cf0-43ba-87e7-ef7046f50663,2029-07-18
f8439a6c-8044-4556-94cc-f4b8a59c55ed,2022-07-04
81f5c655-9dc9-4abb-88c2-5350d1d8980c,2018-04-27
241dc3c6-cef3-48e5-9a1a-b13d0cbd4e39,2016-09-08
2f566651-d9e2-4559-9ced-e850fff61a1e,2015-11-28
3830db5b-7dd9-439e-a4b9-1b5cc3760a34,2019-06-01
8c2520d7-e5a5-41f8-b656-96566f957aa4,2025-01-23
248d20fb-6e75-4370-bc27-2c00aa260a68,2018-04-19
0a9a3f76-91c2-4db1-b8fa-96b87f7fe075,2019-08-12
217cd0fd-f29f-41a2-acef-fcd5c62b3479,2025-03-07
bd8e401a-8dbb-41e9-a6c5-435c0d418526,2024-08-11
799a3826-7981-4091-8463-e541ab85e01d,2015-09-12
92bd8222-357d-4194-8556-fcd7442787a5,2019-04-04
00c2d3b3-d7db-4d28-b218-134e750816eb,2029-02-23
ef768eee-e558-4952-bab2-9a7137b59456,2026-12-09
6e9d051a-ff10-4e99-9693-a68305bf98b3,2015-05-14
7b878eb0-b11f-43d2-ac21-a60d893b7aa6,2021-06-05
b34bc99b-49f9-4f27-af59-96203465fdb7,2024-09-07
f66d1221-18ae-46b6-88ee-0f207789cbb0,2020-10-10
41801815-39b8-4c4f-b174-201c211d06ef,2021-04-12
4a38430f-663a-4f50-b982-a7427610de2b,2019-05-02
5e9555e7-f119-4ce7-a1bf-3f033c3313b3,2024-12-03
b460c1bf-faad-4d59-8594-3f3b9a9cd800,2029-07-08
5eb0226f-68b9-4f38-aa0c-b43ac21b71bc,2029-07-30
e90bc21e-ee86-40fc-bc70-4dc47d5b4c1a,2022-09-02
c28c4494-ea8b-4c3a-8d44-2b3af3ab3332,2027-06-20
43dc267c-8ca7-4ba9-a97a-651ec7a1d307,2025-05-05
0b7e9757-43b4-42ed-a578-28255783566f,2024-12-15
029e8aa6-a258-4aba-9eb5-6741cc46622c,2021-02-12
71cff0c1-4be0-4dfc-86a8-50a6b36e338c,2020-02-24
1767bf48-4518-475d-96fe-c3cb6250c8f7,2028-03-27
1ccbed69-e10f-475c-a3b7-a9d931577f0d,2015-10-24
874079a2-fca0-4116-bdbb-9f67b0f81fce,2017-11-02
ee9118cd-a08b-4c51-955d-9e744e0e46ab,2015-09-28
94e8b510-b2ce-4cdd-aca6-2df750ddcd94,2030-04-27
3ce98e14-16af-405f-bd21-9e4e8c53a591,2016-05-09
904b06b9-4514-4c08-abfe-267d73f8e1c4,2021-12-18
3a7d0231-96fa-432d-afe5-c6b5419d9176,2022-12-27
57dd4ca5-e05b-434d-a21c-3346adc65f1e,2018-03-24
02c5a61a-8ba4-4162-993b-64d9bad9859c,2018-11-15
